"Opened Date","File Number","Sales Rep","Client Name","Product Type","Prod Type","Primary Property Address","File Status ","Closed Date","Sent To External Accounting","Loan Amount","Sales Price"
"May 19, 2021","10231732","David Gomez","Elite Escrow","Loan: Title Only (Outside Escrow)","Loan","7029 San Vincente Street, Paramount, CA  90723","Closed","Sep 9, 2021","","266000.00","0.00"
"May 19, 2021","10231732","David Gomez","Elite Escrow","Loan: Title Only (Outside Escrow)","Loan","7029 San Vincente Street, Paramount, CA  90723","Closed","Sep 9, 2021","Sep 8, 2021","266000.00","0.00"
"May 19, 2021","10231736","Maria Basilio","Brighten Lending","Loan: Title Only (Outside Escrow) (N)","Loan","441 East Realty Street, Carson, CA  90745","Cancelled","Sep 28, 2021","","289987.00","0.00"
"May 19, 2021","10231741","Maria Basilio","Escrow Today","Loan: Title Only (Outside Escrow)","Loan","8141 Ellenbogen Street, (Sunland Area), Los Angeles, CA  91040","Closed","Aug 6, 2021","Aug 5, 2021","506150.00","0.00"
"May 20, 2021","10231748","Team Meza","Sapphire Escrow","Loan: Title Only (Outside Escrow)","Loan","423 and 423 1/2 North Lorena Street, Los Angeles, CA  90063-2834","Cancelled","Aug 22, 2021","","211000.00","0.00"
"May 20, 2021","10231751","Sonia Flores","North American Lending Group","Loan: Title Only (Outside Escrow) (N)","Loan","14318 South Cahita Avenue, Compton, CA  90220","Closed","Aug 6, 2021","","360000.00","0.00"
"May 20, 2021","10231755","Sonia Flores","Escrow Quick","Loan: Title Only (Outside Escrow) (N)","Loan","8152 San Helice Circle, Buena Park, CA  90620","Closed","May 31, 2021","","360600.00","0.00"
"May 20, 2021","10231757","Lisa Lee","Open Tree Escrow","Loan: Title Only (Outside Escrow)","Loan","2 Locust, Irvine, CA  92604","Closed","Aug 12, 2021","","210000.00","0.00"
"May 20, 2021","10231758","Jared Armas","The Mortgage Group","Loan:  Title and Escrow","Loan","1310 Centurion Ave, Rosemead, CA  91770","Closed","Jun 14, 2021","Jun 8, 2021","453000.00","0.00"
"May 20, 2021","10231765","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2615 Deodar Road, Pomona, CA  91767","Closed","Aug 31, 2021","","516495.00","0.00"
"May 20, 2021","10231765","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2615 Deodar Road, Pomona, CA  91767","Closed","Aug 31, 2021","Aug 26, 2021","516495.00","0.00"
"May 20, 2021","10231766","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","46860 Bayview Drive, Gualala, CA  95445-9516","Cancelled","Aug 19, 2021","","370000.00","0.00"
"May 20, 2021","10231769","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","11501 Jerry Lane, Garden Grove, CA  92840-3514","Closed","Sep 20, 2021","","539238.00","0.00"
"May 20, 2021","10231770","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","63 Shasta Avenue, Moorpark, CA  93021","Closed","Aug 4, 2021","Aug 2, 2021","474000.00","0.00"
"May 20, 2021","10231771","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","8945 Nevada Avenue, (Canoga Park Area), Los Angeles, CA  91304","Cancelled","Oct 10, 2021","","512000.00","0.00"
"May 20, 2021","10231774","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","423 Avenue G Apt 3, Redondo Beach, CA  90277","Closed","Aug 2, 2021","","215300.00","0.00"
"May 20, 2021","10231774","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","423 Avenue G Apt 3, Redondo Beach, CA  90277","Closed","Aug 2, 2021","Jul 30, 2021","215300.00","0.00"
"May 20, 2021","10231776","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5230 Vista Montana, Yorba Linda, CA  92886-4504","Closed","Aug 20, 2021","Aug 19, 2021","756003.00","0.00"
"May 20, 2021","10231785","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","25976 Alamo Court, Menifee, CA  92584","Cancelled","Aug 19, 2021","","463200.00","0.00"
"May 20, 2021","10231787","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","423 Saint Francis Street, Stockton, CA  95206","Closed","Aug 20, 2021","Aug 19, 2021","265773.00","0.00"
"May 20, 2021","10231788","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","14442 Rath Street, La Puente, CA  91744","Closed","Nov 6, 2021","","305000.00","0.00"
"May 20, 2021","10231793","Mike Johnson","Mountain View Financial, Inc.","Loan: Title and Escrow (N)","Loan","28 Allyssum, Rancho Santa Margarita, CA  92688","Cancelled","May 25, 2021","","670000.00","0.00"
"May 20, 2021","10231794","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","915 Mason Court, Dixon, CA  95620-2163","Closed","Sep 25, 2021","","232064.00","0.00"
"May 20, 2021","10231795","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","60400 Chalet Drive, Mountain Center, CA  92561","Closed","Nov 17, 2021","Nov 15, 2021","206500.00","0.00"
"May 20, 2021","10231796","Mike Johnson","Mountain View Financial, Inc.","Loan: Title and Escrow (N)","Loan","725 Manhattan Drive, Brea, CA  92821","Policy Issued","","","476000.00","0.00"
"May 20, 2021","10231797","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2463 Los Altos Avenue, Clovis, CA  93611-5347","Closed","Jul 24, 2021","Sep 14, 2021","178000.00","0.00"
"May 20, 2021","10231800","Sandra Millar","Wells Fargo Home Mortgage","Loan: Title Only (Outside Escrow)","Loan","1895 North Maplewood Street, Orange, CA  92865","Closed","Jul 6, 2021","","324000.00","0.00"
"May 20, 2021","10231808","Jared Armas","Rodex Mortgage","Loan: Title Only (Outside Escrow)","Loan","14223 Collins Street (Van Nuys Area), Los Angeles, CA  91401","Closed","Jul 22, 2021","Jul 21, 2021","736000.00","0.00"
"May 20, 2021","10231817","Scott & Angeline","Wells Fargo Home Mortgage","Loan: Title Only (Outside Escrow) (N)","Loan","17901 Bolton Circle, Huntington Beach, CA  92649","Closed","Jul 17, 2021","Jul 7, 2021","490000.00","0.00"
"May 20, 2021","10231819","In House - SoCal Glendale","Trilogy Escrow, Inc","Loan: Title Only (Outside Escrow)","Loan","640 West 33rd Street, San Bernardino, CA  92405","Closed","Jul 22, 2021","","210000.00","0.00"
"May 4, 2021","10229567","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2337 West 30th Street, Los Angeles, CA  90018","Closed","Aug 3, 2021","","548250.00","0.00"
"May 4, 2021","10229567","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2337 West 30th Street, Los Angeles, CA  90018","Closed","Aug 3, 2021","Aug 2, 2021","548250.00","0.00"
"May 4, 2021","10229568","David Gomez","Trust One Escrow","Loan: Title Only (Outside Escrow)","Loan","17395 Tullock St, Fontana, CA  92316","Closed","Jul 9, 2021","","281500.00","0.00"
"May 4, 2021","10229568","David Gomez","Trust One Escrow","Loan: Title Only (Outside Escrow)","Loan","17395 Tullock St, Fontana, CA  92316","Closed","Jul 9, 2021","Jun 30, 2021","281500.00","0.00"
"May 4, 2021","10229574","Kelly Corona","Mission Mortgage Co.","Loan: Title Only (Outside Escrow)","Loan","6324 Truman Street, Chino, CA  91710","Closed","Oct 29, 2021","","384000.00","0.00"
"May 4, 2021","10229582","Malay Wadhwa","Realty Net","Loan: Title Only (Outside Escrow)","Loan","7020 Sherman Way, Bell, CA  90201","Closed","Jun 1, 2021","","200000.00","0.00"
"May 4, 2021","10229583","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","28255 Nebrija, Mission Viejo, CA  92692","Closed","Jun 3, 2021","","307000.00","0.00"
"May 4, 2021","10229583","Mike Johnson","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","28255 Nebrija, Mission Viejo, CA  92692","Closed","Jun 3, 2021","Jun 4, 2021","307000.00","0.00"
"May 4, 2021","10229587","Michael Nouri","1st Choice Lending & Real Estate, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","10522 Cedros Avenue, (Mission Hills Area), Los Angeles, CA  91345","Closed","Dec 10, 2021","Dec 1, 2021","522000.00","0.00"
"May 4, 2021","10229590","Scott & Angeline","Coast 2 Coast Funding Group. Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","2465 Oregon Avenue, Long Beach, CA  90806","Closed","May 26, 2021","","137000.00","0.00"
"May 4, 2021","10229592","Maria Basilio","Escrow Today","Loan: Title Only (Outside Escrow)","Loan","461 East & 461 1/2 Avenue 28, Los Angeles, CA  90031","Closed","Aug 26, 2021","Aug 13, 2021","749000.00","0.00"
"May 4, 2021","10229596","Mike Johnson","Netco Title - Escrow Division","Loan: Title Only (Outside Escrow) (N)","Loan","24077 Esaws Road, Apple Valley, CA  92307","Closed","Jul 20, 2021","Jul 7, 2021","345543.00","0.00"
"May 4, 2021","10229597","Mike Johnson","The Contract Processors, Inc.","Loan: Title Only (Outside Escrow) (N)","Loan","6033 Alpine Blue Drive, San Ramon, CA  94582","Closed","Jun 19, 2021","","1099000.00","0.00"
"May 4, 2021","10229598","Mike Johnson","Instant Capital","Loan: Title Only (Outside Escrow) (N)","Loan","25842 Lawton Avenue, Loma Linda, CA  92354-3841","Closed","Jun 2, 2021","","297000.00","0.00"
"May 4, 2021","10229599","Maria Basilio","Marshall, Everett & Associates, Inc","Loan: Title Only (Outside Escrow)","Loan","1271 Stoner Avenue, Unit 202, Los Angeles, CA  90025-1611","Closed","Jul 24, 2021","Jun 23, 2021","175000.00","0.00"
"May 4, 2021","10229600","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","16588 Daisy Avenue, Fountain Valley, CA  92708","Closed","May 24, 2021","","357783.00","0.00"
"May 4, 2021","10229600","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","16588 Daisy Avenue, Fountain Valley, CA  92708","Closed","May 24, 2021","May 17, 2021","357783.00","0.00"
"May 4, 2021","10229604","Cibeli Tregembo","FC Consultants","Loan: Title and Escrow (N)","Loan","1100 Ebony Drive, Oxnard, CA  93030-8793","Closed","Jun 17, 2021","Jun 10, 2021","474000.00","0.00"
"May 4, 2021","10229606","Cibeli Tregembo","FC Consultants","Loan: Title and Escrow (N)","Loan","92 Gorrion Avenue, Ventura, CA  93004-1337","Closed","Jul 28, 2021","Jul 20, 2021","533219.00","0.00"
"May 4, 2021","10229608","Maria Basilio","Brighten Lending","Loan: Title Only (Outside Escrow) (N)","Loan","924 East Wells Street, San Gabriel, CA  91776","Closed","May 26, 2021","","263000.00","0.00"
"May 4, 2021","10229608","Maria Basilio","Brighten Lending","Loan: Title Only (Outside Escrow) (N)","Loan","924 East Wells Street, San Gabriel, CA  91776","Closed","May 26, 2021","May 20, 2021","263000.00","0.00"
"May 4, 2021","10229610","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","22821 South Van Deene Avenue, Torrance, CA  90502","Closed","Jul 28, 2021","","548250.00","0.00"
"May 4, 2021","10229611","Scott & Angeline","MFG Funding","Loan: Title Only (Outside Escrow) (N)","Loan","18110 Avenida Las Brisas, (Northridge Area), Los Angeles, CA  91325-1765","Closed","May 26, 2021","","300000.00","0.00"
"May 4, 2021","10229612","David Gomez","WestCity Realty","Loan:  Title and Escrow","Loan","325, 327, 329, 331 East 14th Street, Long Beach, CA  90813","Closed","Jul 16, 2021","","500000.00","0.00"
"May 4, 2021","10229614","Maria Basilio","Escrow Today","Loan: Title Only (Outside Escrow)","Loan","1437 North Carmelita Avenue, Los Angeles, CA  90063","Closed","Aug 21, 2021","Aug 13, 2021","600000.00","0.00"
"May 4, 2021","10229617","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","87 Pomelo, Rancho Santa Margarita, CA  92688","Closed","Jun 8, 2021","","409000.00","0.00"
"May 4, 2021","10229617","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","87 Pomelo, Rancho Santa Margarita, CA  92688","Closed","Jun 8, 2021","Jun 2, 2021","409000.00","0.00"
"May 4, 2021","10229618","Scott & Angeline","The Escrow Forum","Loan: Title Only (Outside Escrow) (N)","Loan","5521 Central Avenue, Riverside, CA  92504","Closed","May 27, 2021","","180000.00","0.00"
"May 4, 2021","10229624","Mike Johnson","Mortgage Direct Corp","Loan: Title and Escrow (N)","Loan","8162 Valencia Drive, Huntington Beach, CA  92647","Closed","May 26, 2021","","228000.00","0.00"
"May 4, 2021","10229626","Scott & Angeline","Emory Financial","Loan: Title Only (Outside Escrow) (N)","Loan","26500 Whispering Leaves Drive, Santa Clarita, CA  91321","Closed","Jun 3, 2021","","548250.00","0.00"
"May 5, 2021","10229628","Team Meza","Guaranty Escrow","Loan: Title Only (Outside Escrow)","Loan","42 Valerton Court, San Francisco, CA  94112","Closed","Feb 17, 2022","","335500.00","0.00"
"May 5, 2021","10229633","Scott & Angeline","Mountain West Financial","Loan:  Title and Escrow","Loan","12775 Iroquois Road, Apple Valley, CA  92308","Cancelled","Sep 29, 2021","","235000.00","0.00"
"May 10, 2021","10230314","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1410 Lockhart Way, Roseville, CA  95747","Policy Issued","","","145073.00","0.00"
"May 10, 2021","10230314","Al Alfonso","Reali Escrow Inc","Loan: Title Only (Outside Escrow) (N)","Loan","1410 Lockhart Way, Roseville, CA  95747","Policy Issued","","Jun 17, 2021","145073.00","0.00"
"May 10, 2021","10230316","Scott & Angeline","Central Escrow Group, Inc","Loan: Title Only (Outside Escrow)","Loan","21101 Kensington Lane, Lake Forest, CA  92630","Closed","Jun 8, 2021","","537000.00","0.00"
"May 10, 2021","10230321","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","3263 North Edgemont Court, San Bernardino, CA  92405-1881","Closed","Jul 13, 2021","Jul 15, 2021","165000.00","0.00"
"May 10, 2021","10230322","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5585 Great Smokey Street, Sacramento, CA  95823","Closed","Jul 27, 2021","Jul 26, 2021","175000.00","0.00"
"May 10, 2021","10230325","Scott & Angeline","Victoria Financial Corp..","Loan: Title Only (Outside Escrow)","Loan","105 Alhambra, Irvine, CA  92620","Closed","Jun 3, 2021","Jun 2, 2021","147000.00","0.00"
"May 10, 2021","10230328","Malay Wadhwa","Premier One Escrow","Loan: Title Only (Outside Escrow)","Loan","9129 Stoakes Avenue, Downey, CA  90240-2847","Closed","Jun 19, 2021","","745000.00","0.00"
"May 10, 2021","10230329","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","796 North Kintyre Drive, Unit 249, Orange, CA  92869","Closed","Jun 9, 2021","","330000.00","0.00"
"May 10, 2021","10230330","Scott & Angeline","Uni First Investment Inc","Loan: Title Only (Outside Escrow) (N)","Loan","2413 Wurth Court, Sacramento, CA  95825","Closed","Jun 10, 2021","Jun 9, 2021","185000.00","0.00"
"May 10, 2021","10230344","Team Meza","Today's Realty Group","Loan: Title Only (Outside Escrow)","Loan","14309 Killion Street, (Sherman Oaks Area), Los Angeles, CA  91401-5109","Closed","Sep 2, 2021","Aug 31, 2021","548250.00","0.00"
"May 10, 2021","10230360","Malay Wadhwa","Banc Mortgage, Inc","Loan: Title Only (Outside Escrow)","Loan","1373 Grapeseed Lane, Beaumont, CA  92223","Closed","Feb 17, 2022","Jun 16, 2021","240000.00","0.00"
"May 10, 2021","10230361","Richard Bohn","Westin Financial Corp","Loan: Title and Escrow (N)","Loan","27505 Avenida Halago, (Sun City Area), Menifee, CA  92585","Closed","Jun 14, 2021","","328000.00","0.00"
"May 10, 2021","10230362","Mike Johnson","Nationwide Loans, inc.","Loan: Title Only (Outside Escrow)","Loan","4304 Via Nivel, Palos Verdes Estates, CA  90274","Closed","Jul 13, 2021","Jul 2, 2021","822000.00","0.00"
"May 10, 2021","10230362","Mike Johnson","Nationwide Loans, inc.","Loan: Title Only (Outside Escrow)","Loan","4304 Via Nivel, Palos Verdes Estates, CA  90274","Closed","Jul 13, 2021","Jul 2, 2021","822000.00","0.00"
"May 10, 2021","10230363","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","13007 West Washington Boulevard, Culver City, CA  90066","Cancelled","Aug 9, 2021","","1220000.00","0.00"
"May 10, 2021","10230369","Scott & Angeline","Professional Consolidate Financial","Loan: Title Only (Outside Escrow) (N)","Loan","11237 Schmidt Road, Unit 2, El Monte, CA  91733","Closed","Jul 7, 2021","","300000.00","0.00"
"May 10, 2021","10230370","Team Meza","Empower Escrow","Loan: Title Only (Outside Escrow) (N)","Loan","721 Larch Street, Unit 11, Inglewood, CA  90301","Closed","Mar 3, 2022","","229000.00","0.00"
"May 10, 2021","10230374","Scott & Angeline","Kennedy Capital Corporation","Loan: Title Only (Outside Escrow) (N)","Loan","837 San Rafael Terrace, Pasadena, CA  91105-2334","Closed","Jun 9, 2021","","745000.00","0.00"
"May 10, 2021","10230375","Scott & Angeline","West One Capital Group","Loan: Title and Escrow (N)","Loan","905-907 West 73rd Street, Los Angeles, CA  90044","Closed","Jul 16, 2021","","414122.00","0.00"
"May 10, 2021","10230375","Scott & Angeline","West One Capital Group","Loan: Title and Escrow (N)","Loan","905-907 West 73rd Street, Los Angeles, CA  90044","Closed","Jul 16, 2021","Jul 15, 2021","414122.00","0.00"
"May 5, 2021","10229636","Scott & Angeline","Broadview Home Loans","Loan: Title and Escrow (N)","Loan","10026 Melgar Drive, Whittier, CA  90603","Closed","May 26, 2021","May 24, 2021","402000.00","0.00"
"May 5, 2021","10229638","Scott & Angeline","MC Funding, Inc.","Loan: Title and Escrow (N)","Loan","37645 Dalzell Street, Palmdale, CA  93550","Closed","May 29, 2021","May 27, 2021","288000.00","0.00"
"May 5, 2021","10229646","Malay Wadhwa","Banc Mortgage, Inc","Loan: Title Only (Outside Escrow)","Loan","7035 Woodley Avenue, Unit 204 (Van Nuys Area), Los Angeles, CA  91406","Closed","Aug 13, 2021","","273100.00","0.00"
"May 5, 2021","10229653","Eddie Castro","Golden Rule Lending","Loan: Title Only (Outside Escrow)","Loan","176 Wabash Lane, Sugarloaf, CA  92386","Closed","Jul 26, 2021","Jul 8, 2021","135000.00","0.00"
"May 5, 2021","10229659","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","17809 Halsted Street, Unit 206, (Northridge Area), Los Angeles, CA  91325","Closed","Aug 6, 2021","","387000.00","0.00"
"May 5, 2021","10229661","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","2173 Grafton Street, El Cajon, CA  92020","Closed","Jul 14, 2021","","548250.00","0.00"
"May 5, 2021","10229665","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","5922 Brayton Avenue, Long Beach, CA  90805","Closed","Jul 14, 2021","Jul 13, 2021","153000.00","0.00"
"May 5, 2021","10229672","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","8440 Monte Vista Street, Rancho Cucamonga, CA  91701","Cancelled","Apr 1, 2022","","297000.00","0.00"
"May 5, 2021","10229677","Tom Lowther","Vantage Point","Loan: Title Only (Outside Escrow) (N)","Loan","702 Ivy Trae Lane, Bakersfield, CA  93307","Cancelled","Aug 3, 2021","","163450.00","0.00"
